"REF_DATE","GEO","DGUID","Age group","Sex","Life stress","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Prince Edward Island","","55-64 years","Men","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704960","3.9.2.3.2","729","E","","","0"
"1994","Prince Edward Island","","55-64 years","Men","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704961","3.9.2.3.3","2549","E","","","0"
"1994","Prince Edward Island","","55-64 years","Men","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207015","3.9.2.3.4","28.3","E","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Moderate life stress","Percent","Percent","239","units ","0","v4207016","3.9.2.3.5","27.9","E","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207017","3.9.2.3.6","14.2","E","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207018","3.9.2.3.7","41.5","E","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207019","3.9.2.3.8","25.1","E","","","1"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","Number of persons","Persons","249","units ","0","v1704962","3.9.2.4.1","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704963","3.9.2.4.2","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704964","3.9.2.4.3","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207023","3.9.2.4.4","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","Percent","Percent","239","units ","0","v4207024","3.9.2.4.5","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207025","3.9.2.4.6","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207026","3.9.2.4.7","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207027","3.9.2.4.8","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","Number of persons","Persons","249","units ","0","v1704965","3.9.2.5.1","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704966","3.9.2.5.2","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704967","3.9.2.5.3","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4207031","3.9.2.5.4","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","Percent","Percent","239","units ","0","v4207032","3.9.2.5.5","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4207033","3.9.2.5.6","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4207034","3.9.2.5.7","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Men","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4207035","3.9.2.5.8","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v1704968","3.9.3.1.1","4277","","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704969","3.9.3.1.2","3181","","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704970","3.9.3.1.3","5372","","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207039","3.9.3.1.4","13.1","","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","Percent","Percent","239","units ","0","v4207040","3.9.3.1.5","100.0","","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207041","3.9.3.1.6","100.0","","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207042","3.9.3.1.7","100.0","","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207043","3.9.3.1.8","0.0","","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","Number of persons","Persons","249","units ","0","v1704971","3.9.3.2.1","2006","E","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704972","3.9.3.2.2","1161","E","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704973","3.9.3.2.3","2851","E","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207047","3.9.3.2.4","21.5","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","Percent","Percent","239","units ","0","v4207048","3.9.3.2.5","46.9","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207049","3.9.3.2.6","30.6","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207050","3.9.3.2.7","63.2","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207051","3.9.3.2.8","17.7","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","Number of persons","Persons","249","units ","0","v1704974","3.9.3.3.1","1949","E","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704975","3.9.3.3.2","1062","E","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704976","3.9.3.3.3","2837","E","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207055","3.9.3.3.4","23.2","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","Percent","Percent","239","units ","0","v4207056","3.9.3.3.5","45.6","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207057","3.9.3.3.6","28.8","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207058","3.9.3.3.7","62.3","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207059","3.9.3.3.8","18.8","E","","","1"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","Number of persons","Persons","249","units ","0","v1704977","3.9.3.4.1","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704978","3.9.3.4.2","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704979","3.9.3.4.3","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207063","3.9.3.4.4","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","Percent","Percent","239","units ","0","v4207064","3.9.3.4.5","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207065","3.9.3.4.6","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207066","3.9.3.4.7","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207067","3.9.3.4.8","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","Number of persons","Persons","249","units ","0","v1704980","3.9.3.5.1","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1704981","3.9.3.5.2","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1704982","3.9.3.5.3","","F","","","0"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4207071","3.9.3.5.4","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","Percent","Percent","239","units ","0","v4207072","3.9.3.5.5","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4207073","3.9.3.5.6","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4207074","3.9.3.5.7","","F","","","1"
"1994","Prince Edward Island","","55-64 years","Women","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4207075","3.9.3.5.8","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v4207076","3.10.1.1.1","16268","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207077","3.10.1.1.2","16268","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207078","3.10.1.1.3","16268","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207079","3.10.1.1.4","0.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","Percent","Percent","239","units ","0","v4207080","3.10.1.1.5","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207081","3.10.1.1.6","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207082","3.10.1.1.7","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207083","3.10.1.1.8","0.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","Number of persons","Persons","249","units ","0","v4207084","3.10.1.2.1","10311","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207085","3.10.1.2.2","9048","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207086","3.10.1.2.3","11575","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207087","3.10.1.2.4","6.3","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","Percent","Percent","239","units ","0","v4207088","3.10.1.2.5","63.4","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207089","3.10.1.2.6","55.6","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207090","3.10.1.2.7","71.1","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207091","3.10.1.2.8","6.3","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","Number of persons","Persons","249","units ","0","v4207092","3.10.1.3.1","4025","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207093","3.10.1.3.2","2739","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207094","3.10.1.3.3","5311","","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207095","3.10.1.3.4","16.3","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","Percent","Percent","239","units ","0","v4207096","3.10.1.3.5","24.7","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207097","3.10.1.3.6","16.8","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207098","3.10.1.3.7","32.6","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207099","3.10.1.3.8","16.3","","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","Number of persons","Persons","249","units ","0","v4207100","3.10.1.4.1","1314","E","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207101","3.10.1.4.2","595","E","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207102","3.10.1.4.3","2032","E","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207103","3.10.1.4.4","27.9","E","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","Percent","Percent","239","units ","0","v4207104","3.10.1.4.5","8.1","E","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207105","3.10.1.4.6","3.7","E","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207106","3.10.1.4.7","12.5","E","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207107","3.10.1.4.8","27.9","E","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","Number of persons","Persons","249","units ","0","v4207108","3.10.1.5.1","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207109","3.10.1.5.2","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207110","3.10.1.5.3","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4207111","3.10.1.5.4","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","Percent","Percent","239","units ","0","v4207112","3.10.1.5.5","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4207113","3.10.1.5.6","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4207114","3.10.1.5.7","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Both sexes","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4207115","3.10.1.5.8","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v4207116","3.10.2.1.1","6966","","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207117","3.10.2.1.2","6966","","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207118","3.10.2.1.3","6966","","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207119","3.10.2.1.4","0.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","Percent","Percent","239","units ","0","v4207120","3.10.2.1.5","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207121","3.10.2.1.6","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207122","3.10.2.1.7","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207123","3.10.2.1.8","0.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","Number of persons","Persons","249","units ","0","v4207124","3.10.2.2.1","4858","","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207125","3.10.2.2.2","4084","","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207126","3.10.2.2.3","5632","","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207127","3.10.2.2.4","8.1","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","Percent","Percent","239","units ","0","v4207128","3.10.2.2.5","69.7","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207129","3.10.2.2.6","58.6","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207130","3.10.2.2.7","80.9","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207131","3.10.2.2.8","8.1","","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","Number of persons","Persons","249","units ","0","v4207132","3.10.2.3.1","1493","E","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207133","3.10.2.3.2","851","E","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207134","3.10.2.3.3","2136","E","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207135","3.10.2.3.4","22.0","E","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","Percent","Percent","239","units ","0","v4207136","3.10.2.3.5","21.4","E","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207137","3.10.2.3.6","12.2","E","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207138","3.10.2.3.7","30.7","E","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207139","3.10.2.3.8","22.0","E","","","1"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","Number of persons","Persons","249","units ","0","v4207140","3.10.2.4.1","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207141","3.10.2.4.2","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207142","3.10.2.4.3","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207143","3.10.2.4.4","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","Percent","Percent","239","units ","0","v4207144","3.10.2.4.5","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207145","3.10.2.4.6","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207146","3.10.2.4.7","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207147","3.10.2.4.8","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","Number of persons","Persons","249","units ","0","v4207148","3.10.2.5.1","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207149","3.10.2.5.2","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207150","3.10.2.5.3","","F","","","0"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4207151","3.10.2.5.4","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","Percent","Percent","239","units ","0","v4207152","3.10.2.5.5","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4207153","3.10.2.5.6","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4207154","3.10.2.5.7","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Men","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4207155","3.10.2.5.8","","F","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v4207156","3.10.3.1.1","9302","","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207157","3.10.3.1.2","9302","","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207158","3.10.3.1.3","9302","","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207159","3.10.3.1.4","0.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","Percent","Percent","239","units ","0","v4207160","3.10.3.1.5","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207161","3.10.3.1.6","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207162","3.10.3.1.7","100.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207163","3.10.3.1.8","0.0","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","Number of persons","Persons","249","units ","0","v4207164","3.10.3.2.1","5453","","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207165","3.10.3.2.2","4424","","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207166","3.10.3.2.3","6483","","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207167","3.10.3.2.4","9.6","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","Percent","Percent","239","units ","0","v4207168","3.10.3.2.5","58.6","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207169","3.10.3.2.6","47.6","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207170","3.10.3.2.7","69.7","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207171","3.10.3.2.8","9.6","","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","Number of persons","Persons","249","units ","0","v4207172","3.10.3.3.1","2532","E","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207173","3.10.3.3.2","1394","E","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207174","3.10.3.3.3","3669","E","","","0"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207175","3.10.3.3.4","22.9","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","Percent","Percent","239","units ","0","v4207176","3.10.3.3.5","27.2","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207177","3.10.3.3.6","15.0","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207178","3.10.3.3.7","39.4","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207179","3.10.3.3.8","22.9","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","Number of persons","Persons","249","units ","0","v4207180","3.10.3.4.1","1072","E","","","0"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4207181","3.10.3.4.2","435","E","","","0"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v4207182","3.10.3.4.3","1710","E","","","0"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4207183","3.10.3.4.4","30.3","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","Percent","Percent","239","units ","0","v4207184","3.10.3.4.5","11.5","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4207185","3.10.3.4.6","4.7","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4207186","3.10.3.4.7","18.4","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4207187","3.10.3.4.8","30.3","E","","","1"
"1994","Prince Edward Island","","65 years and over","Women","Life stress, not stated","Number of persons","Persons","249","units ","0","v4207188","3.10.3.5.1","","F","","","0"
